,close,open,high,low,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR
962,18666.4,18755.09,18835.81,18654.76,140066.32,-524.32037,-97.07924752,181.05,20193.23731,19711.09703,19242.065,-593.43,18873.182,-1818.35,-8.876603327,-0.065026499,-465452.0739,82.28,0.05
963,18713.41,18734.38,18778.44,18577.09,157654.19,-537.1434116,-89.11671126,201.35,20113.725,19616.07921,19116.943,-487.52,18825.494,-1617.23,-7.954643827999999,-0.051767312999999995,-524735.2232,82.4,0.05
964,18800.99,18672.32,18858.32,18672.32,126792.04,-534.082223,-71.60546829,186.0,20029.33962,19538.45167,19023.538,-150.86,18801.228,-1426.29,-7.051318813,-0.054956417,-317818.352,82.21,0.05
965,19055.46,18735.5,19058.47,18735.5,151289.53,-505.29784759999995,-41.8786275,322.97,19954.14038,19492.45246,18939.653000000002,133.14,18804.49,-909.17,-4.553903578,-0.010611205,-206189.4819,82.48,0.05
966,18690.22,18897.12,18897.12,18604.45,193425.3,-506.12356090000003,-68.94731401,451.01,19879.74923,19416.049369999997,18882.692,-348.93,18785.296000000002,-1044.82,-5.294238066,-0.026598191,-276021.6161,83.07,0.05
967,18629.52,18470.77,18657.9,18378.14,419777.28,-505.8448627,-96.33751939,312.08,19800.99385,19341.14181,18825.551,-156.67,18777.92,-1264.79,-6.3575464539999995,-0.017007838,-79223.13053,83.08,0.05
968,18558.34,18498.91,18726.44,18487.66,185994.88,-505.5400722,-87.67377313,238.78,19720.68808,19266.58926,18786.2,-108.06,18746.906000000003,-701.49,-3.642243987,-0.019235485,63319.353039999995,82.89,0.04
969,18185.59,18249.61,18249.61,18056.4,160742.83,-529.2751785,-199.8023303,501.94,19619.76038,19163.63695,18712.527,-527.82,18623.826,-1015.34,-5.28797303,-0.044831833,-118128.561,82.56,0.04
970,18259.03,18373.22,18412.02,18223.13,137349.73,-535.9809721,-144.9777864,226.43,19524.28269,19077.48391,18634.515,-541.96,18464.54,-692.82,-3.6556853289999998,-0.028061037999999996,-267718.3243,82.79,0.04
971,18520.53,18349.68,18521.57,18320.61,163717.18,-514.2663548,-78.71931097,262.54,19425.295,19024.44068,18607.949,-534.93,18430.602,-401.79,-2.123365422,-0.007814576,-404878.0831,82.18,0.04
972,18678.29,18825.5,18845.57,18624.43,154961.1,-478.80804950000004,16.86486112,325.04,19324.11077,18991.47395,18609.138,-11.93,18440.356,-360.86,-1.895357723,-0.001876729,-481572.2,82.26,0.04
973,18502.34,18797.94,18797.94,18461.18,254708.42,-459.60672130000006,-22.90438534,336.76,19218.44962,18944.88976,18588.031000000003,-127.18,18429.156000000003,-283.85,-1.5109503309999999,-0.015884802,-568825.5225,82.51,0.04
974,18953.63,18978.88,18978.88,18847.67,152770.95,-403.3249204,114.95117090000001,476.54,19136.435380000003,18945.72216,18603.295,395.29,18582.764,287.23,1.538754125,-0.005343875,-501142.1147,82.67,0.04
975,18872.56,18719.89,18925.79,18708.26,133682.3,-361.10031949999996,74.77397353,245.37,19072.43192,18938.75434,18585.005,686.97,18705.47,159.15,0.8504596440000001,0.009661646,-358592.9068,82.42,0.04
976,19026.52,18948.45,19029.55,18812.94,141748.04,-311.6215545,106.0344907,216.61,19016.34615,18947.11297,18618.635,767.49,18806.668,225.53,1.1995644909999998,0.020865613,-254854.0963,82.19,0.04
977,18808.4,18901.71,18937.54,18795.65,131382.62,-286.7047835,59.94876857,230.87,18957.798459999998,18933.90221,18636.523,287.87,18832.69,-247.06,-1.296531283,0.013295123,-235264.0102,81.85,0.04
978,19233.94,18924.09,19254.56,18919.17,271702.08,-229.96959500000003,134.2540015,446.16,18919.593080000002,18962.47724,18704.083,555.65,18979.01,543.72,2.9091150339999996,0.054505213,174725.735,81.59,0.04
