date,time,close,open,high,low,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA10,MTM6,MA5,MTM12,ROC,SMI,WVAD,US Dollar Index,HIBOR,open_denoise,high_denoise,low_denoise,close_denoise
2008-08-20,733640,20931.2598,20388.7891,20971.1895,20388.7891,183899.44,-420.97774450000003,-109.3226243,582.4004,21977.20282,21676.5306,21368.25506,-709.6308,20979.91796,-1931.3398,-7.033825157000001,-0.053064098,-577003.3376,76.93,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-21,733641,20392.0605,20762.6504,20762.6504,20350.4805,171151.92,-470.5029256,-118.21093259999999,580.7793,21947.098619999997,21554.200109999998,21197.04119,-901.2598,20779.78788,-2122.8594,-7.096616135,-0.068226457,-636780.0472,76.08,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-25,733645,21104.7891,20739.4805,21108.25,20739.4805,191542.64,-447.0870062,-56.10984762,716.1895,21942.53282,21511.39906,21118.99901,-55.791000000000004,20768.629680000002,-844.9609,-4.521358548,-0.034518457999999995,-371567.037,76.81,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-26,733646,21056.6602,20849.0801,21173.5605,20785.8008,138290.07,-427.4855342,-45.94157827,387.7597,21916.453569999998,21468.0906,21038.73105,125.9903,20793.82774,-1047.539,-3.7858931489999996,-0.026996597,-310522.9133,77.27,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-27,733647,21464.7207,21104.5605,21464.7207,21104.5605,194572.6,-374.7047908,9.105044308,408.0605,21900.70477,21467.769659999998,21021.11406,980.3516,20989.89806,-420.4902,-1.805265409,0.007985215,-164978.0664,77.04,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-28,733648,20972.2891,21546.9395,21546.9395,20857.0293,218759.92,-368.3645094,-16.03495119,689.9102,21840.68126,21420.58103,20989.01094,41.0293,20998.103919999998,-887.0507,-3.08952858,-0.019652572,-576680.7801,77.15,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-08-29,733649,21261.8906,21289.6992,21474.3105,21223.9902,204789.72,-336.09705230000003,31.67241146,502.0214,21792.004719999997,21405.46766,20975.92891,869.8301,21172.06994,-379.0,-0.147603566,0.004764887,-393924.102,77.32,1.61,20753.264293750013,21175.51636250001,20553.449462500015,20738.111812500014
2008-09-01,733652,20906.3105,20999.3203,21031.0801,20844.1504,121387.47,-335.3514793,-41.19730678,417.7402,21706.30317,21357.92888,20950.50195,514.25,21132.374219999998,-387.0098,-2.2736735059999997,-0.001163814,-447445.1469,77.66,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-02,733653,21042.4609,20956.9395,21066.5801,20595.5898,161841.05,-320.08467110000004,-37.682006,470.9903,21627.63933,21327.884309999998,20961.68105,-62.3282,21129.534359999998,-350.25,-0.558203979,0.026522174,-366982.3376,78.03,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-03,733654,20585.0605,20964.75,20964.75,20526.7305,166610.22,-340.9635892,-90.88781618,515.7304,21544.7297,21257.13919,20971.75019,-471.5997,20953.602319999998,-575.5196,-1.6512104090000002,-0.016539821,-505113.2233,78.09,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-04,733655,20389.4805,20545.3809,20621.4805,20356.5098,156112.06,-369.0379143,-138.505938,264.9707,21456.35546,21174.50503,20917.57226,-1075.2402,20837.0406,-541.1894,-0.46322442,-0.00012652,-655929.3115,78.94,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-05,733656,19933.2793,19833.8691,19987.1504,19708.3906,258261.46,-423.22002649999996,-219.34792709999996,681.0899,21366.94312,21056.29305,20871.69414,-1039.0098,20571.31834,-551.0898,-4.76789505,-0.055509192,-436953.5048,78.88,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-08,733659,20794.2695,20840.6895,20840.6895,20637.9902,303531.1,-392.1644001,-11.38607462,907.4102,21294.00735,21031.33843,20840.642180000003,-467.6211,20548.91014,-136.9903,1.9723803780000002,-0.012461173999999998,-603879.3972,79.54,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-09,733660,20491.1094,20439.4707,20543.1504,20299.9707,194263.4,-387.5476705,-78.94138425,494.2988,21207.853880000002,20979.88804,20784.0871,-415.2011,20438.63984,99.0489,0.48572286299999995,-0.045358675,-510774.7053,79.51,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-10,733661,19999.7793,20114.8594,20283.9902,19951.3594,269758.4,-418.70850099999996,-128.63726880000002,539.75,21097.74541,20886.54435,20637.592959999998,-1042.6816,20321.5836,-1105.0098,-5.235824887,-0.04637118,-493791.2885,80.21,2.69,20753.264293750013,20667.358900000007,20553.449462500015,20738.111812500014
2008-09-11,733662,19388.7207,19854.8203,19854.8203,19220.2793,291305.48,-487.09606560000003,-183.2292813,779.5,20977.506980000002,20743.894480000003,20479.236119999998,-1196.3398,20121.43164,-1667.9395,-7.921196828999999,-0.088099875,-580207.0389,79.87,2.69,19486.458975000012,19656.613037500007,18836.442450000013,19469.038075000008
2008-09-12,733663,19352.9004,19432.7207,19525.5508,19157.7305,244576.5,-537.9825739,-155.0833562,367.8203,20877.62815,20611.418859999998,20288.3371,-1036.5801,20005.35586,-2111.8203,-9.838564077000001,-0.074303407,-597094.7145,78.94,2.69,19486.458975000012,19656.613037500007,18836.442450000013,19469.038075000008
2008-09-16,733667,18300.6094,18325.6504,18538.5098,18019.1992,521360.12,-655.6635069,-204.76127219999998,1333.7012,20731.33623,20391.34176,20027.76699,-1632.6699,19506.62384,-2671.6797,-12.73909437,-0.130300896,-555849.84,79.29,2.69,18351.164075000008,18585.27223750001,17475.63190000001,18067.126975000003
2008-09-17,733668,17637.1895,18691.3008,18699.1797,17637.1895,439010.72,-793.3141045,-175.6110779,1061.9902,20567.95079,20129.04155,19687.23985,-3157.08,18935.83986,-3624.7011,-17.04787767,-0.14320438800000002,-893412.1842,78.17,2.69,18351.164075000008,18585.27223750001,17475.63190000001,18067.126975000003
2008-09-18,733669,17632.4609,17120.2305,17849.9707,16283.7197,623765.92,-892.4966079,-176.2341497,1566.251,20405.37853,19891.27196,19391.979890000002,-2858.6485,18462.376180000003,-3273.8496,-15.65962392,-0.135217746,-705068.3994,78.19,2.69,17277.54202500001,17883.543212500008,16219.169725000009,17920.447725000005
2008-09-19,733670,19327.7305,18878.2598,19327.7305,18588.1094,669024.88,-824.7976142000001,-42.2705999,1695.2696,20316.41083,19837.60135,19285.80489,-672.0488,18450.17814,-1714.7304,-8.148906196,-0.030378785,-357303.0524,76.13,2.69,19035.57132500001,19361.303012500008,18523.55942500001,19615.717325000005
2008-09-22,733673,19632.1992,19869.0195,19869.0195,19137.6699,373164.44,-738.0695877,-3.0128328669999997,731.3496,20252.52156,19818.039240000002,19255.69688,243.4785,18506.0379,-952.8613,-4.628897253,-0.055884160999999995,-394976.5675,76.19,2.69,19681.06637500001,19619.462162500007,18940.70977500001,18768.082525000005
2008-09-23,733674,18872.8496,19178.4902,19302.7598,18872.8496,254663.56,-722.2841266,-35.41369308,759.3496,20155.60382,19728.02118,19063.55489,-480.0508,18620.485940000002,-1516.6309,-7.4383008429999995,-0.07897375200000001,-508770.9329,76.72,2.69,19681.06637500001,19619.462162500007,18940.70977500001,18768.082525000005
2008-09-24,733675,18961.9902,18954.3203,19291.0195,18862.9004,208446.8,-694.5745109000001,-25.77252572,428.1191,20071.04267,19655.06585,18910.642969999997,661.3808,18885.44608,-971.2891,-4.872701001,-0.051890028,-441514.2636,77.0,2.69,18902.345200000014,19053.90967500001,18715.92096250001,18614.79735000001
2008-09-25,733676,18934.4297,19003.2207,19245.4297,18870.1094,168246.64,-667.1478772999999,-20.22595448,375.3203,19994.2642,19586.43383,18804.10801,1297.2402,19145.83984,-1859.8398,-8.944001615,-0.023430685,-643642.7274,77.01,2.69,18902.345200000014,19053.90967500001,18715.92096250001,18614.79735000001
2008-09-26,733677,18682.0898,18909.5898,18936.9395,18500.1094,189543.96,-658.186628,-42.96775668,436.8301,19924.94576,19500.30583,18733.444919999998,1049.6289,19016.7117,-1809.0196,-8.828314586,-0.034662019,-588470.748,76.95,2.69,18902.345200000014,19053.90967500001,18715.92096250001,18614.79735000001
2008-09-29,733680,17880.6797,18742.25,18742.25,17796.3398,257848.36,-707.5951542,-86.57544414,945.9102,19807.61576,19346.05572,18586.22285,248.2188,18666.4078,-2119.0996,-12.73932831,-0.022946214,-1013073.667,77.71,2.69,18902.345200000014,19053.90967500001,18715.92096250001,18614.79735000001
2008-09-30,733681,18016.2109,17628.9297,18029.7695,17445.4297,322685.72,-727.4301699,-99.32140654,584.3398,19716.236930000003,19219.403830000003,18557.783,383.75,18495.08006,-1372.5098,-12.07791365,0.021037797999999996,-873239.2582,79.24,2.69,17611.140125000016,17870.84227500001,17596.153387500013,17678.370125
2008-10-02,733683,18211.1094,17870.4297,18285.6797,17631.6992,247619.04,-719.1331632,-64.66590306,653.9805,19604.94155,19123.375790000002,18615.17499,578.6485,18344.9039,-1141.7910000000002,-11.12677677,0.031774477999999995,-938819.0515,80.56,0.42,17611.140125000016,17870.84227500001,17596.153387500013,17678.370125
2008-10-03,733684,17682.4004,17788.9902,17926.1406,17682.4004,207488.28,-746.6136261,-81.89096103,528.7090000000001,19475.162330000003,18986.140040000002,18620.16894,49.9395,18094.498040000002,-618.2090000000001,-13.70696406,-0.085127951,-847342.7490000001,80.61,0.42,17611.140125000016,17870.84227500001,17596.153387500013,17678.370125
2008-10-06,733687,16803.7598,17156.2109,17241.7793,16790.8594,223439.22,-829.726474,-146.8782759,891.541,19295.8946,18778.2943,18367.77187,-2523.9707,17718.83204,-833.4297,-15.98027384,-0.14407145,-999238.3285,81.61,0.42,17611.140125000016,17870.84227500001,17596.153387500013,17678.370125
2008-10-08,733689,15431.7305,16107.9805,16422.5195,15431.7305,492574.64,-994.8374359999999,-203.2116802,1372.0293,19082.7962,18459.573940000002,17947.725,-3441.1191,17229.0422,-2200.7304,-20.26140692,-0.182331718,-1275040.433,81.15100000000001,0.42,15664.230100000013,15997.552475000011,15688.420325000006,15637.488900000008
2008-10-09,733690,15943.2402,15598.2402,15990.2002,15550.8604,338892.32,-1072.056505,-153.35425690000002,558.4697,18878.23272,18219.92311,17654.764059999998,-3018.75,16814.44806,-3384.4903,-12.88136995,-0.159200061,-1038305.49,81.4,0.42,15664.230100000013,15997.552475000011,15688.420325000006,15637.488900000008
2008-10-10,733691,14796.8701,14717.5195,14910.5498,14398.54,470515.8,-1211.786934,-179.8958163,1544.7002,18643.254240000002,17893.91806,17238.25205,-4137.5596,16131.6002,-4835.3291,-16.1041497,-0.218520424,-820962.4364,82.41,0.42,15664.230100000013,15264.617425000011,14773.71467500001,14879.843850000008
2008-10-13,733694,16312.1602,15156.1602,16376.4199,14754.6396,430506.36,-1186.574962,-93.12180314,1621.7803,18461.3196,17743.27445,16976.0251,-2369.9296,15857.55216,-2560.6894,-7.487898072999999,-0.126855701,-422247.419,81.85,0.42,15664.230100000013,16730.48752500001,14773.71467500001,16395.133950000007
2008-10-14,733695,16832.8809,17141.0508,17141.0508,16618.0996,401811.04,-1111.7607970000001,-29.16421341,828.8906,18317.005,17656.57031,16791.104209999998,29.1211,15863.376380000002,-2129.1093,-12.90813528,-0.058599495,-751130.8014,81.56,0.42,16605.815300000013,16802.440175000014,16092.88487500001,16399.101700000007
2008-10-15,733696,15998.2998,16609.0898,16609.0898,15961.9199,256171.04,-1107.052341,-56.74612424,870.961,18148.11343,17498.63978,16602.86622,-805.46,15976.69024,-2936.1299,-18.5098947,-0.11200530000000002,-923390.078,82.29,0.42,16605.815300000013,16802.440175000014,16092.88487500001,16399.101700000007
2008-10-16,733697,15230.5195,14902.3398,15230.5195,14578.54,441259.04,-1151.994831,-108.30210509999999,1419.7598,17967.23806,17282.62833,16324.297080000002,-201.21099999999998,15834.1461,-3451.5703,-19.29931185,-0.163668771,-742529.8282,82.25,0.42,14722.64490000001,15192.66477500001,14369.250125000006,14875.876100000009
2008-10-17,733698,14554.21,15081.46,15300.0703,14554.21,395075.44,-1228.028652,-103.6867873,745.8603,17727.23577,17022.77896,15958.60714,-1389.0302,15785.614080000001,-3326.4697,-23.24534584,-0.176909827,-928481.2046,82.36,0.42,14722.64490000001,15192.66477500001,14369.250125000006,14875.876100000009
2008-10-20,733701,15323.0098,14691.9004,15472.6797,14691.79,301334.9,-1212.2759230000001,-73.68713866,918.4697,17528.46271,16860.89619,15722.668080000001,526.1397,15587.784,-2693.2011,-19.07329641,-0.08812016,-470967.2243,83.08,0.42,14637.810075000005,15465.049800000012,14787.930150000006,15182.089850000004
2008-10-21,733702,15041.1699,15384.8203,15457.4199,14884.0703,235432.88,-1208.601885,-68.49437954,573.3496,17337.74696,16687.58892,15546.409090000001,-1270.9903,15229.4418,-3169.9395,-19.488825600000002,-0.025308931,-559004.0979,84.729,0.42,14637.810075000005,15465.049800000012,14787.930150000006,15182.089850000004
2008-10-22,733703,14266.5996,14878.21,15161.6904,14038.4102,310211.58,-1253.739209,-103.396815,1123.2802,17140.7423,16457.018509999998,15429.896,-2566.2813,14883.10176,-3415.8008,-15.09876498,-0.105163102,-702770.1488,85.34,0.42,14637.810075000005,15161.690400000009,13720.879900000007,14013.544900000006
2008-10-23,733704,13760.4902,13596.3096,14032.25,13403.3496,354592.28,-1315.1889820000001,-142.51161480000002,863.25,16925.6496,16200.20629,15211.621000000001,-2237.8096,14589.0959,-3043.2696,-18.11064688,-0.070040481,-174446.6646,84.83,0.42,14637.810075000005,14032.25000000001,13720.879900000007,14013.544900000006
2008-10-24,733705,12618.3799,13478.6299,13478.6299,12618.3799,353891.56,-1439.4539960000002,-182.2912228,1142.1103,16707.102319999998,15859.079969999999,14993.771980000001,-2612.1396,14201.929880000002,-2813.3506,-18.23094694,-0.226443356,-732336.0938,86.53,0.42,12925.68995000001,13029.797350000006,12661.682625000005,13034.415050000003
2008-10-27,733708,11015.8398,12372.75,12736.8496,10676.29,483442.32,-1648.246548,-225.4262684,2060.5596,16452.435019999997,15397.819,14464.139940000001,-3538.3702,13340.49588,-4927.4004,-30.90589076,-0.345576086,-1457259.394,87.15,0.42,12925.68995000001,13029.797350000006,10719.592725000006,11431.874950000005
2008-10-28,733709,12596.29,11154.5703,12596.29,11133.9404,581094.04,-1666.971221,-140.6307766,1580.4502,16258.73614,15131.00671,14040.48085,-2726.7198,12851.5199,-2200.5801,-14.87192957,-0.21264820899999998,-763527.6697,86.15,0.42,11154.570300000009,13029.797350000006,11690.637675000005,12233.145000000004
2008-10-29,733710,12702.0703,12807.3496,13307.4199,12333.9404,418364.16,-1654.20641,-83.80999323,973.4795,16003.90305,14899.679430000002,13710.8579,-2339.0996,12538.61404,-3610.0899,-22.13128032,-0.166012013,-627722.0209,84.48,0.42,12807.34960000001,13029.797350000006,11690.637675000005,12233.145000000004
2008-10-30,733711,14329.8496,13280.4404,14329.8496,13280.4404,533828.96,-1495.502796,-17.65641245,1627.7793,15799.966530000002,14845.409930000002,13620.79091,63.25,12652.485920000001,-2503.0313,-14.86989253,-0.015415498,-97627.45653,84.53,0.42,14166.680050000008,14585.3899,13884.251325000007,14330.686150000007
2008-10-31,733712,13968.6699,13845.79,14122.7803,13517.4199,353120.88,-1382.931645,-17.17576865,812.4297,15611.34423,14761.910880000001,13562.2369,208.1797,12922.54392,-2029.6299,-12.68653498,-0.08838602300000001,4888.536312,85.59,0.42,14166.680050000008,14585.3899,13884.251325000007,14330.686150000007
2008-11-03,733715,14344.3701,14436.0303,14889.1299,14272.1699,297127.1,-1249.004584,31.80884799,920.46,15433.74346,14722.14509,13464.372930000001,1725.9902,13588.24998,-886.1494,-5.818248025,-0.04632617,59459.11829,86.3,0.38,14166.680050000008,14585.3899,13884.251325000007,14330.686150000007
2008-11-04,733716,14384.3398,14337.6201,14539.5898,13853.1602,238790.18,-1126.653839,28.39593888,686.4296,15258.74,14689.97316,13398.68992,3368.5,13945.85994,-169.8702,-1.167155071,0.008185304000000001,310569.5367,84.74,0.38,14166.680050000008,14585.3899,13884.251325000007,14330.686150000007
2008-11-05,733717,14840.1602,15045.5303,15317.8301,14750.04,345887.28,-981.593891,80.98119145,933.4903,15110.97348,14704.27668,13456.04598,2243.8702,14373.47792,-482.8496,-3.151140711,0.072753258,-28403.63063,84.57,0.38,14166.680050000008,15203.42505,13884.251325000007,14330.686150000007
2008-11-06,733718,13790.04,14081.7598,14081.7598,13674.0703,273908.36,-940.5269519999999,3.720576934,1166.0899,14953.64118,14617.206519999998,13459.00096,1087.9697,14265.516000000001,-1251.1299,-8.31803582,0.084964228,-353389.9373,86.22200000000001,0.38,14166.680050000008,13967.35475,13884.251325000007,14330.686150000007
2008-11-07,733719,14243.4297,13273.0898,14254.2197,13273.0898,275032.52,-861.4659047,17.67781215,981.1299,14808.53422,14581.608730000002,13621.505940000001,-86.4199,14320.46796,-23.1699,-0.162406605,0.226602017,9354.412423,86.09,0.38,13286.635100000009,14585.3899,13884.251325000007,14330.686150000007
