Date,High,Low,Open,Close,Volume,Adj Close
2019-05-13,61.5,61.5,61.5,61.5,3.0,61.5
2019-05-14,61.29999923706055,57.209999084472656,57.209999084472656,61.29999923706055,146.0,61.29999923706055
2019-05-15,61.29999923706055,61.29999923706055,61.29999923706055,61.29999923706055,0.0,61.29999923706055
2019-05-16,61.29999923706055,61.29999923706055,61.29999923706055,61.29999923706055,0.0,61.29999923706055
2019-05-17,61.29999923706055,61.29999923706055,61.29999923706055,61.29999923706055,0.0,61.29999923706055
2019-05-20,61.29999923706055,61.29999923706055,61.29999923706055,61.29999923706055,0.0,61.29999923706055
2019-05-21,63.0,60.0,60.0,63.0,260.0,63.0
2019-05-22,63.0,63.0,63.0,63.0,0.0,63.0
2019-05-23,63.0,63.0,63.0,63.0,0.0,63.0
2019-05-24,62.900001525878906,61.5,62.900001525878906,61.5,302215.0,61.5
2019-05-28,61.5,61.5,61.5,61.5,5.0,61.5
2019-05-29,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,1600.0,18.799999237060547
2019-05-30,66.9000015258789,62.849998474121094,62.849998474121094,66.9000015258789,33.0,66.9000015258789
2019-05-31,61.5,61.5,61.5,61.5,145.0,61.5
2019-06-03,65.0,65.0,65.0,65.0,9.0,65.0
2019-06-04,64.9800033569336,61.099998474121094,64.9800033569336,61.5,20.0,61.5
2019-06-05,61.5,61.5,61.5,61.5,0.0,61.5
2019-06-06,61.5,61.5,61.5,61.5,0.0,61.5
2019-06-07,64.9800033569336,61.099998474121094,64.9800033569336,61.5,20.0,61.5
2019-06-12,64.75,64.69999694824219,64.75,64.69999694824219,11.0,64.69999694824219
2019-06-14,64.69999694824219,60.0,60.0,64.69000244140625,4556.0,64.69000244140625
2019-06-21,64.69000244140625,59.5,60.0,64.69000244140625,875.0,64.69000244140625
2019-07-01,55.0,55.0,55.0,55.0,0.0,55.0
2019-07-10,62.9900016784668,62.9900016784668,62.9900016784668,62.9900016784668,0.0,62.9900016784668
2019-07-16,62.900001525878906,58.099998474121094,58.099998474121094,62.900001525878906,1342.0,62.900001525878906
2019-07-18,60.0,60.0,60.0,60.0,0.0,60.0
2019-07-29,61.63999938964844,61.63999938964844,61.63999938964844,61.63999938964844,0.0,61.63999938964844
2019-07-30,61.63999938964844,61.63999938964844,61.63999938964844,61.63999938964844,0.0,61.63999938964844
2019-08-02,60.0,60.0,60.0,60.0,0.0,60.0
2019-08-08,62.0,60.0,61.099998474121094,62.0,248.0,62.0
2019-08-14,62.0,62.0,62.0,62.0,0.0,62.0
2019-08-19,62.0,62.0,62.0,62.0,0.0,62.0
2019-08-20,62.0,62.0,62.0,62.0,0.0,62.0
2019-08-21,62.0,62.0,62.0,62.0,0.0,62.0
